Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
252,UNISEX LAUREL OVERSIZED HOODIE,LV.6 부누룽,2020.10.20,L,보통이에요,밝아요,보통이에요,보통이에요,일단 로고가 정말 이쁘네요. 자수로 되있어서 고급진 맛이 있네요. 핏도 박시하게 나오고 색은 너무 어둡진않네요. 배송이 좀 느리긴했지만 정말 이쁩니다 강추,"[""'//image.msscdn.net/data/estimate/1211169_0/gallery_5f8e912d016f6.jpg.list'"", ""'//image.msscdn.net/data/estimate/1211169_0/gallery_5f8e912d96242.jpg.list'""]",https://www.musinsa.com/app/goods/1211169,남성,175,67,기타
253,980G 피그먼트 컷 후드-차콜-,LV.6 철인28ho,2022.01.29,XL,보통이에요,보통이에요,보통이에요,보통이에요,역시는 역시다 진짜 한번 소재를 만져봐야 왜 사는지 알거 같아요!! 가성비 최고,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_61f4a456667f9.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,176,76,후드
254,980G 피그먼트 컷 후드-차콜-,LV.5 Fjshr23,2021.10.09,L,보통이에요,보통이에요,선명해요,두꺼워요,진짜 꾸안꾸느낌으로 베스트입미다 너무 좋아요 ㅠ,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_61610e283e867.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,174,55,후드
255,980G 피그먼트 컷 후드-차콜-,LV.6 ju._.zero2,2022.01.12,M,보통이에요,보통이에요,보통이에요,보통이에요,피그먼트 워싱이 일반 쥐색 후드랑 다른느낌 가져다주고 소매가 짱짱해서 너무좋아요조직이 쫀쫀해서 빨래해도 변형도 없고 3~4번 빨았는데 빨면서 은은히 색 빠지는게 더 매력있어요,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_61ddf2189aa67.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,168,66,후드
256,980G 피그먼트 컷 후드-차콜-,LV.6 bird_man,2023.02.14,XL,보통이에요,보통이에요,선명해요,두꺼워요,실측보다 좀 작은감이 있습니다.헤비 스웻이라서 착용감은 편하다고 할 수 없지만 러프하면서 탄탄한 묵직함이 매력인 후드인 것 같습니다. 정사이즈~1업 추천합니당,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_63eb259a8d132.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,183,70,후드
257,980G 피그먼트 컷 후드-차콜-,LV.5 데미안93,2022.10.23,XL,보통이에요,보통이에요,보통이에요,보통이에요,소비먼트가 피그먼트는 진리인거 같습니다. 딱내려오는 무게감도 너무좋아요.,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_6354336a5d607.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,183,76,후드
258,980G 피그먼트 컷 후드-차콜-,LV.4 롬다르,2021.09.10,XL,보통이에요,보통이에요,선명해요,두꺼워요,무겁지만 그만큼 탄탄하다고 보면 되겠네요.XL라서 엄청 오버할줄 알았는데 딱 원하는 적당 오버핏입니다.,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_613affac90d6e.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,171,75,후드
259,980G 피그먼트 컷 후드-차콜-,LV.6 XXL285,2021.09.12,XL,보통이에요,어두워요,보통이에요,두꺼워요,개인적으오 한사이즈만 더 큰 사이즈 나오면 좋겠네요.굉장히 두껍고 탄탄합니다.,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_613e104018cca.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,182,89,후드
260,980G 피그먼트 컷 후드-차콜-,LV.3 멤버_8cd971016a3f,2022.03.17,L,보통이에요,보통이에요,보통이에요,두꺼워요,원단이 엄청나게 두껍습니다 편한옷은 아니고 각잡혀있는게 마른사람이 입으면 체형 가리기 좋은것 같아요,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_6233039839960.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,174,81,후드
261,980G 피그먼트 컷 후드-차콜-,LV.7 H_D_,2021.12.08,XL,보통이에요,보통이에요,보통이에요,보통이에요,완전 탄탄해요 후드각도 잘 살아있고 워싱도 이쁩니다,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_61af7fed921b8.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,남성,184,85,후드
262,980G 피그먼트 컷 후드-차콜-,LV.5 유고맘,2021.12.19,L,보통이에요,보통이에요,선명해요,두꺼워요,색감 좋고~ 원단도 톡톡해서 좋네요강아지랑 커플룩 하려고 샀습니다,"[""'//image.msscdn.net/data/estimate/2105452_0/gallery_61be3adb4fc18.jpg.list'""]",https://www.musinsa.com/app/goods/2105452,여성,161,63,후드
263,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 김퀴키,2021.09.15,L,보통이에요,어두워요,선명해요,보통이에요,가을에 입기 좋아요! L사이즈가 제가 생각했던 것 만큼 크진 않은 것 같아요. 그냥 오버핏정도...?,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_61420239a99f3.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,182,71,셔츠
264,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 뭣모르는gemstone,2022.08.14,M,보통이에요,밝아요,선명해요,보통이에요,색 자체는 일반적인 검정보다 약간 밝은 검은색인데 올블랙으로 입어도 이쁩니다. 두께는 너무 두껍지는 않지만 여름에 입기엔 좀 더운 것 같습니다. 길이는 엄청 길지는 않아서 빼서 입어도 괜찮은 것 같습니다,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_62f8823174287.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,168,57,셔츠
265,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 Fjshr23,2023.03.17,M,보통이에요,어두워요,보통이에요,보통이에요,생각이상으로 좋습니다 깔별로 살까생각중이에요!,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_64142b68032a0.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,174,55,셔츠
266,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 최돼지의모험,2022.12.19,M,커요,보통이에요,보통이에요,보통이에요,사이즈 오버하게 이쁘네요 다만 단추는 아쉽습니다 어깨도 넓어보여요,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_639fd9d66a219.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,170,61,셔츠
267,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 xhxjxy,2022.10.30,L,보통이에요,보통이에요,선명해요,보통이에요,너무 마음에 들어서 흰색도 구매 했어요 아쉬운 점은 사진이랑 단추 색깔이 다르게 왔네요 핏이나 원단은 좋습니다!,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_635e66462854d.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,178,72,셔츠
268,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 ghfha,2022.04.10,M,보통이에요,어두워요,보통이에요,보통이에요,지금날씨에 입기딱좋아요 입어보고 만족해서 다른색상 추가로 구매합니다,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_6252c53b371ae.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,172,68,셔츠
269,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 김민돌석,2023.06.27,L,보통이에요,보통이에요,보통이에요,보통이에요,친구들도 예쁘다고하네용 ㅎㅎ 옷상태도 괜찮습니다,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_649a2109885f8.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,177,65,셔츠
270,오버핏 옥스퍼드 셔츠 (BLACK),LV.5 오솔0127,2022.03.11,M,보통이에요,어두워요,선명해요,얇아요,되게 깔끔하고 조금 크게 사도 괜찮아서 한 사이즈 업 했는데 편하고 시원한 소재로 좋습니다,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_622b390d6663e.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,174,76,셔츠
271,오버핏 옥스퍼드 셔츠 (BLACK),LV.6 Beast_pepe,2022.09.18,M,보통이에요,보통이에요,보통이에요,보통이에요,오우 쉣 상세설명 사진에는 단추 검정인데 왜 흰색 단추로 왔조 브로? 그냥 입습니다.. 몸 키워서 입으면 진짜 이쁠거같은 옷.,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_63271e93cf4bc.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,179,67,셔츠
272,오버핏 옥스퍼드 셔츠 (BLACK),LV.4 춘천 트레셔,2022.12.15,M,보통이에요,보통이에요,보통이에요,보통이에요,옷이 넉넉하고 편하게 입기 정말 좋아요. 두께는 생각보다 있네요,"[""'//image.msscdn.net/data/estimate/1841248_0/gallery_639ad61b887dd.jpg.list'""]",https://www.musinsa.com/app/goods/1841248,남성,170,60,셔츠
273,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 1998.,2021.08.24,"라이트 그레이/L
                                    
                                        , 라이트 네이비 / L",보통이에요,보통이에요,보통이에요,보통이에요,"M,L중에 고민하다 L샀는데 길이는 긴데 품은 마음에 들어요 편하게 입으려구용","[""'//image.msscdn.net/data/estimate/1130844_0/gallery_6124bdd525f11.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,165,48,기타
274,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 modak,2021.09.18,"블랙/M
                                    
                                        , 블랙 / M",커요,어두워요,선명해요,보통이에요,조금 크게 입고싶어서 M으로 시켰는데 기장은 가랑이 딱 밑까지 내려오고 팔등 살짝 덮을정도로 이쁘게 커요 이것도 부담스러운 여성분은 S시켜도 괜찮을거같아요 아무래도 크게 입다보니까 저같은 키는 키가 더 작아보이는건 어쩔수없군요ㅠㅠ 그래도 재질도 짱짱하고 오래 입을 수 있을 것 같아요 이쁩니당,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_6145fce5905df.jpg.list'"", ""'//image.msscdn.net/data/estimate/1130844_0/gallery_6145fce63d6f5.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,162,46,기타
275,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 Zion._k,2021.06.20,"블랙/XL
                                    
                                        , 라이트 카키 / XL",커요,보통이에요,선명해요,보통이에요,기본으로 입을 긴팔티로 그루브라임 제품 구매하게되었습니다. 스냅코디 보던 중 카키색감이 이쁘다 생각해 구매했는데 실제 색감도 이쁘네요. 핏은 충분한 오버핏이고 면재질 짱짱하나 좋습니다ㅎ,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_60ce2efec072f.jpg.list'"", ""'//image.msscdn.net/data/estimate/1130844_0/gallery_60ce2eff4798a.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,남성,176,69,기타
276,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.6 *@_@*,2020.09.17,"올리브/S
                                    
                                        , 라이트 그레이 / M",보통이에요,보통이에요,보통이에요,보통이에요,색상이 너무 예뻐요 지금 날씨에 입고 다니기 딱 좋아요 너무 두껍지도 않고 얇지도 않아서 늦여름 밤 부터 입을 수 있을 것 같아요158cm S사이즈 엉덩이 덮는 길이166cm M사이즈 엉덩이 덮는 길이,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_5f5242dd1cadf.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,158,45,기타
277,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.4 후아유니뉘기야난뉘기야난뉘기야,2021.04.14,"화이트/L
                                    
                                        , 라이트 카키 / L",커요,밝아요,선명해요,보통이에요,일부러 큰 거 샀는데 엉덩이 다 덮어서 좋고 품도 커서 활동하기 편함. 어깨선 많이 내려오긴하지만 이정도는 뭐 괜찮,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_60769eae0ddf9.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,163,53,기타
278,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 뇽이뇸,2022.06.27,"블랙/S
                                    
                                        , 화이트 / S",보통이에요,보통이에요,선명해요,보통이에요,완전 탄탄하구 좋아요 ! 세일할 때 저렴하게 잘 구매했어요 근데 같은 사이즈여도 다른 색이면 사이즈가 달라요 ㅋㅋ,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_62b8a4531950c.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,160,44,기타
279,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 Woong74,2021.03.14,"블랙/S
                                    
                                        , 라이트 카키 / S",보통이에요,보통이에요,보통이에요,보통이에요,군필자분들은 카키색 보급티 PTSD 오실 수 있으니  주의하세욤 그래도 예쁩니다  원쁠원에 편하게 입을 옷 건져가요~ 많이파세염~,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_604e06350942a.jpg.list'"", ""'//image.msscdn.net/data/estimate/1130844_0/gallery_604e0635d4bb2.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,남성,169,57,기타
280,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.6 스콘인블랙,2022.03.12,"라이트 그레이/S
                                    
                                        , 라이트 카키 / S",보통이에요,보통이에요,선명해요,두꺼워요,툭툭하고 좋아요 긴팔면티치고 두꺼워서 만족스러워요 각이 잡히는 면티입니당,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_622b82a50f096.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,157,41,기타
281,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 VonoV,2021.04.16,"화이트/S
                                    
                                        , 라이트 카키 / S",보통이에요,보통이에요,선명해요,보통이에요,생각보다 더 예뻐요 흰색은 기본티로 산거고 라이트카키가 예뻐보여서 산건데 색감 너무너무 맘에듦 ㅠㅠ 부드러운 색감이라 너무예뻐요 어깨부분이 좀 각진느낌은 있는데 별로 신경안쓰는 편이라 괜찮음 저렴하게 잘삼 사진은 블라인드가 초록색이라 초록초록하게나옴,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_607985fb6ace2.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,170,55,기타
282,[패키지] NYC LOCATION LONG SLEEVE T-SHIRTS (11COLOR) [LRSFCTR311M],LV.5 귀엽찌사랑이지,2020.09.09,"화이트/S
                                    
                                        , 블랙 / S",커요,보통이에요,선명해요,얇아요,165키에서 엉덩이 다 덮이는 기장이에요 옷 자체가 긴팔티라기보단 맨투맨같아서 튼튼하고 좋아요,"[""'//image.msscdn.net/data/estimate/1130844_0/gallery_5f58e51c4502b.jpg.list'"", ""'//image.msscdn.net/data/estimate/1130844_0/gallery_5f58e51d00a99.jpg.list'""]",https://www.musinsa.com/app/goods/1130844,여성,165,43,기타
283,네로 맨투맨 아이보리,LV.5 랄로가침을질질,2022.01.16,M,커요,밝아요,보통이에요,보통이에요,"처음에 보고 쥰내 귀여워서 샀는데 막상 입어보니깐 오버핏,아방핏,하이웨스트에 냉장고 슬렉스가 유행했을 적 초5에서 중1정도 되는 친구들이  패셔너블해보이고 싶어 너도나도 따라 사입는 것 같은 느낌으로 이걸 입으면 나도 잼민화 됨. 옷자체는 이쁘고 귀여움. 근데 내가입으면 잼민이 같음. 내가 입으면 준나 OH새기 같음. 근데 고영희 로고 귀여움.","[""'//image.msscdn.net/data/estimate/2052957_0/gallery_61e3c15d984ca.jpg.list'"", ""'//image.msscdn.net/data/estimate/2052957_0/gallery_61e3c15e4e4cb.jpg.list'""]",https://www.musinsa.com/app/goods/2052957,여성,163,52,맨투맨
284,네로 맨투맨 아이보리,LV.6 송덕둥,2022.09.10,M,커요,보통이에요,보통이에요,보통이에요,엄청 크게 입는 걸 좋아하는데 M사이즈도 넉넉하네용◡̈ 저희 고앵이들이랑 닮아서 샀습니다 귀여워요ㅎ,"[""'//image.msscdn.net/data/estimate/2052957_0/gallery_631bffaa69c2a.jpg.list'"", ""'//image.msscdn.net/data/estimate/2052957_0/gallery_631bffb30381a.jpg.list'""]",https://www.musinsa.com/app/goods/2052957,여성,168,52,맨투맨
285,네로 맨투맨 아이보리,LV.3 수현201,2021.09.10,M,커요,밝아요,선명해요,보통이에요,냥이 완전 귀엽고 예뻐요><저한테 엉덩이 덮는 길이구 색감이랑 핏 다 너무 맘에 들어요!!,"[""'//image.msscdn.net/data/estimate/2052957_0/gallery_613b2d907b5d3.jpg.list'"", ""'//image.msscdn.net/data/estimate/2052957_0/gallery_613b2d911e781.jpg.list'""]",https://www.musinsa.com/app/goods/2052957,여성,160,49,맨투맨
